recorded_at,phase,inj_flow,inj_whp,inj_temp,inj_ap,prod_temp,prod_whp,gt03_whp,hedh_thpwr,basin_flow,prod_flow,source,is_producing,phase_started_at,phase_production_ended_at,phase_ended_at,volume,cum_volume,inj_energy,cum_inj_energy,cooling_energy,cum_cooling_energy,heat_exch_energy,cum_heat_exch_energy
01/01/2024 00:00,12.4,3.1111320817102617,28.29465369007986,40.902606083243924,35.09860546951231,90.91603499571572,50.78754003764496,6.990646984356106,141.214851063862,0.021238507903059502,8.257207350841377,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.341597658118617,0.8345949234503041,44.08103824514764,38.49728617137721,2.6909847593611644,5.934152569083959,1197.1350256555857,177.5223320901144
01/01/2024 01:00,12.4,17.389256461151227,30.27073943820988,57.41708538842542,33.98485627693211,63.96080096034819,58.88725161309197,6.822056429446687,217.4118872112652,0.0029575997151356837,4.27067475806947,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.40762039611972156,1.9978997842644697,31.538275277947747,56.43543995122471,3.877364677978723,11.04347759820186,858.4049098496885,726.5376542363331
01/01/2024 02:00,12.4,5.321103209546861,25.887041946952955,45.297999351820266,36.48456020233648,64.6871013356259,42.64674723140239,9.48098314762441,118.12818475258844,0.04894411557345506,7.9637044379384925,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.267008191350841,2.223393888104555,73.39953660651913,101.44131614351812,44.2907293193935,23.318395854896444,2426.0793314032608,1585.4037692573015
01/01/2024 03:00,13.2,0.45982784531185983,42.91079704271015,43.207722962549894,29.005136237357043,86.90234622005566,39.90729090034455,9.484465376420063,208.1870363772423,0.022398345269497397,4.356116680047871,metrics_auto_export,False,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.6257732869867232,3.310255694564785,74.62088309952968,127.02894549341909,25.47322704099187,29.230160920371908,1214.0118220658026,1776.078600010759
01/01/2024 04:00,13.2,4.570438460467172,24.15960347794701,44.0180510613279,21.41599172233311,69.8465177512308,37.6010283577497,7.666922965932494,118.43032569620355,0.016182838570489428,6.513777238286272,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.05599454483617872,4.518421131726045,47.54009890957084,137.14513021195864,21.089606014176375,47.641226761530696,1324.5363271412355,2759.229504853929
01/01/2024 05:00,13.3,2.276191257515112,38.409023199318995,63.24707954574909,37.932283258815836,84.32562838124973,45.25344186915891,1.0724406241813145,266.88945184292675,0.029484707253523836,16.04079842687578,metrics_auto_export,False,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.31939969007489144,5.931742526545471,91.56504371729523,186.43893958729987,19.631061581310306,55.74591640764,2164.7728293032815,3086.622229503112
01/01/2024 06:00,12.4,8.314814813495753,36.56252235662521,59.545983202989426,38.78537354637168,73.65133212169503,40.27668863182683,5.073183896324711,207.25062614057538,0.0026356362753105766,18.828780761984838,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.3188079519573501,6.243060181099236,70.67379153289843,223.8265357098828,38.670237730944926,71.99892096277365,1520.1536450407566,3505.6235178659076
01/01/2024 07:00,13.2,5.21057762993582,28.365874157435847,40.79068624999297,39.75639042113639,73.25468762597305,41.75365473309297,6.846841214655188,237.12371370843815,0.02781778997550537,18.987038061094996,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.9001216747563243,7.323993969316285,63.208476891131035,237.06339102868873,39.84486741554959,79.68129925209487,155.29068982037901,3692.275018262519
01/01/2024 08:00,13.3,2.7850551541312996,39.78561138147259,46.49281276637787,36.58405580021714,66.37231432949959,32.77367903168671,4.210853345483433,299.3444313861165,0.037589825962885876,8.96722967395432,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.0984221801250813,7.791377839572039,2.8982740574919785,283.9738729690737,13.651611436693495,94.60606730625396,345.42816440329136,4575.089399855479
01/01/2024 09:00,13.2,5.315940942556132,36.14726680554419,40.07929009803577,24.89216543858754,81.3669044563598,38.72202394432754,0.5902867508662302,242.22418168277292,0.032852661667821394,14.625584659708222,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.8955251210768362,8.39519510252916,74.55480412003281,308.6929650794542,11.519548790688654,107.63834080205994,962.083302279452,4710.895502744682
01/01/2024 10:00,12.4,18.72405520343472,40.037678184892386,62.68819486237258,35.99166804722069,82.59014566564335,43.63434546224876,8.947572463299196,263.2772452569577,0.024599808315476448,19.212750575056198,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.1534210387199866,9.20126941383561,82.99013585107869,333.5727946405996,15.244194143981426,123.90349518701177,36.638123077765705,5379.228877851802
01/01/2024 11:00,13.2,6.716366101513369,30.2980561034166,67.94631008596723,25.581537057652163,67.73124561808385,33.69811162203056,7.356054741819613,220.14354214187318,0.014081117542240219,5.705995267199411,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.7859875182556968,9.759525276472678,85.48794984193557,359.9943484566035,13.447187815909183,135.25499251360452,715.7120137704026,6273.262372581505
01/01/2024 12:00,13.2,16.324130943565425,33.585441323682375,64.95460395079641,39.52567285524512,62.29616604122054,46.71806602666006,6.242425567234302,132.47685967180706,0.022809333221981372,10.891514605077973,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.0173582958018499,10.154018557928465,63.86690155690481,385.1336842650985,48.69368235540335,147.0052846158042,1485.8108440803799,6546.9662332573735
01/01/2024 13:00,13.2,6.598854772800848,29.95085046993772,61.65859085424725,21.725671784088455,79.34503856013436,51.89119700111567,8.821220583290172,126.09305184381722,0.03946837219801687,8.264220497089372,metrics_auto_export,False,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.025251134192903146,10.942309525687072,40.46496313297785,396.1831833116392,37.27091314203989,159.26400207037995,1950.5473804409285,7355.929955057015
01/01/2024 14:00,12.4,4.769020075762893,46.36583648684934,43.97067666739776,28.288461216552648,60.02135178896099,58.865715018123,1.688339191689321,161.45792123578155,0.03292736872910141,7.824359393175486,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.8805129391867343,11.138693834699097,43.26579684294117,413.50510096914354,33.110723134495615,171.84975941849655,1002.3474752008274,7716.878169655526
01/01/2024 15:00,13.3,3.0862706349199986,24.192506621130494,45.25957434654569,36.24205395897532,87.84651829074679,47.638434877917106,4.692433177365825,173.62692462849034,0.04345583129919836,16.231202912436405,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.9292582469046928,12.072427781180872,21.240703594507483,428.2215827979743,6.505090841851108,177.78518535408926,2385.2609690036106,8075.8888312276795
01/01/2024 16:00,13.3,12.448278086549081,46.635452717127166,43.12035438551519,27.746238641995454,68.57902432885088,40.72927157930906,4.066665462256318,210.38294682596262,0.0277540436120548,7.1919289595616664,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.6898551480086705,12.820840169799194,25.300319098781042,469.3858156333776,32.25022392032421,194.53536137128106,378.15360728072153,8735.226271883648
01/01/2024 17:00,13.2,7.805569705760213,23.84818058870974,42.304451779978244,34.860559647915196,84.6421083385163,41.07385991969398,3.8642288260748003,138.81466170013647,0.01483569186551042,10.147018053222778,metrics_auto_export,False,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.42664251961293287,12.934027708922157,37.80673303483979,482.23765686748095,28.68395654454942,212.22733195129692,1737.6559526526949,9334.228223313361
01/01/2024 18:00,13.2,11.946917445096098,36.180995846629344,44.66585195489074,39.52526697487383,70.76068193998788,37.99079258986113,0.8129089571334469,244.769769872721,0.02413429645868502,18.765256167566186,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.5645625653404134,14.101888085000049,98.1095875416099,521.4035190542203,20.720985819505422,230.86680930533709,143.88658244669256,10284.745486110563
01/01/2024 19:00,13.3,16.09103940287978,33.54762647817178,46.50285905029754,22.34776889940892,64.08471685144661,57.091087553024146,0.6305118352809413,223.17892562704054,0.006024704771121736,13.7655021395721,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.6234753351338529,14.58572442349436,85.73376002100757,556.0073917628622,6.890607565538004,237.5172368924623,462.86031276753073,10922.86444615704
01/01/2024 20:00,13.2,6.6137152741753695,29.102925605110674,49.674288698930454,30.296802435604164,83.93303167335576,52.074511920323104,6.043594416380177,163.85049264467636,0.024300822836955917,0.4248994949827378,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.3175686645903633,15.633595530220328,32.15120284560255,583.3563872949424,29.29199117004749,243.74088109191064,287.43616341735446,11391.423024452013
01/01/2024 21:00,13.2,17.954272598338154,35.152638804580484,68.95493375706327,21.585278893548992,75.83690013958937,41.594684149025326,7.877653618419681,103.29421850546474,0.040201588325602736,11.79100646894381,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.8235053549127553,16.341679906346872,22.15064609516958,619.724597404331,45.10853926572275,250.9376186546657,296.2708333330646,11597.887103763343
01/01/2024 22:00,13.3,0.25912563471798267,34.142655984654304,68.48909770404947,21.705777734098096,68.28831461584551,43.94848310884588,3.9665458837862975,285.43145239603666,0.03243106834271815,18.654935535649415,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.581834962544115,17.645231939508374,84.67712955296516,633.3432514087543,6.983761481441131,266.81810179534205,628.7829343499058,12080.16980527526
01/01/2024 23:00,13.3,15.956395310963483,48.90282925921879,59.24559799270449,29.854639372627464,92.53382403603489,52.25516405946642,9.912799641176221,122.50967573644508,0.018786357081628593,2.498801684742087,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.022099963174001,19.09340579336664,88.144503927532,677.6483178860025,37.0217226698547,273.07873771902007,59.34198800427504,12927.405090141528
02/01/2024 00:00,12.4,5.18128910697958,31.127400559904462,56.26930207049858,20.07855456448332,64.31165240284847,52.42628645714313,9.802744039970063,184.74753208803037,0.04087051892759544,12.549730510304844,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.4993608831522274,19.7738595058593,5.77909991051333,726.958821592924,2.948943275187305,292.4318850804263,1782.940911898081,13448.268087422743
02/01/2024 01:00,13.3,0.14753708921622533,36.67594774374217,53.21435276634514,26.85144881278707,88.23064597433219,33.76148476888852,2.1600527367319278,139.49770774287197,0.04546917427999235,4.525850426112439,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.19939049947674814,20.283882752253522,24.671192013836972,775.5923602563578,11.118819484346808,300.3883910300986,1067.7383795303713,13621.907805758936
02/01/2024 02:00,13.2,3.954696568369227,30.313037488227643,48.24125947463762,23.457443353805303,76.92342673815382,44.58936824514942,8.196494902033496,287.23903137688205,0.037665374143825564,12.09234600631159,metrics_auto_export,True,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,0.9401250041082743,20.687449860620575,79.75993767243014,809.5046238301145,44.624368793806745,308.47968879952015,1496.0010038532787,14259.645222107934
02/01/2024 03:00,12.4,16.114302610368927,47.39896942698786,40.61986589581924,38.97005662702021,74.70165879773212,52.14809207473233,4.36624618902707,105.29918011977817,0.021067313615829704,2.4664683700120715,metrics_auto_export,False,01/01/2024 00:00,01/03/2024 00:00,31/03/2024 00:00,1.3885443405605522,21.46503466737173,55.312541894453894,853.3951274318839,7.482163154575133,327.6349869085656,1068.2697779538341,15075.520810184638
